VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Vehicle Age,Vehicle Category
3C3CFFGE4E,Yakima,Yakima,WA,98902,2014,Fiat,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87.0,14.0,1593721,POINT (-120.51904 46.59782),PACIFICORP,53077000700,12,BEV
5YJ3E1EB1L,Thurston,Tumwater,WA,98512,2020,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,22.0,8013113,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010910,6,BEV
1G1RA6S58J,Kitsap,Bremerton,WA,98311,2018,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,23.0,147043508,POINT (-122.61158 47.62691),PUGET SOUND ENERGY INC,53035091701,8,PHEV
YV4BR0CK0L,Kitsap,Bremerton,WA,98311,2020,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,23.0,256246070,POINT (-122.61158 47.62691),PUGET SOUND ENERGY INC,53035091204,6,PHEV
3C3CFFGE5H,Thurston,Olympia,WA,98506,2017,Fiat,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,22.0,111504501,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200,9,BEV
WBY1Z2C55E,Thurston,Olympia,WA,98501,2014,Bmw,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,22.0,195380398,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700,12,BEV
5UX43EU05S,Thurston,Olympia,WA,98513,2025,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,2.0,272854823,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012331,1,PHEV
1G1FW6S04L,Snohomish,Snohomish,WA,98296,2020,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,1.0,261137033,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113,6,BEV
JM3KKEHA9R,Kitsap,Seabeck,WA,98380,2024,Mazda,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,35.0,252116336,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035092000,2,PHEV
1N4AZ1CP2J,King,Sammamish,WA,98075,2018,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,41.0,474624286,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207,8,BEV
1N4AZ1CP6L,King,Kent,WA,98042,2020,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,47.0,132535462,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800,6,BEV
1N4AZ0CP5D,King,Seattle,WA,98103,2013,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,43.0,121300035,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601,13,BEV
JTJAAAAB3P,Yakima,Yakima,WA,98902,2023,Lexus,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,14.0,290959924,POINT (-120.51904 46.59782),PACIFICORP,53077000500,3,BEV
JM3KKEHA0S,Thurston,Olympia,WA,98506,2025,Mazda,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,22.0,278517207,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100,1,PHEV
5YJ3E1EB4J,Snohomish,Snohomish,WA,98290,2018,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,44.0,175260270,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052502,8,BEV
1C4JJXR68M,Thurston,Olympia,WA,98512,2021,Jeep,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,35.0,283126210,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011810,5,PHEV
1N4BZ0CP7H,King,Seattle,WA,98115,2017,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,46.0,207791755,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500,9,BEV
2T3YL4DV7E,King,Kent,WA,98031,2014,Toyota,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103.0,33.0,129111979,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305,12,BEV
1N4BZ0CP2G,Snohomish,Lynnwood,WA,98036,2016,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,1.0,271590371,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051916,10,BEV
WMW13DJ08P,Snohomish,Bothell,WA,98012,2023,Mini,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,227348166,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107,3,BEV
JM3KKBHA0R,Snohomish,Everett,WA,98208,2024,Mazda,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,44.0,276367955,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041609,2,PHEV
WP0AB2Y18L,King,Seattle,WA,98121,2020,Porsche,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.0,36.0,190775532,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202,6,BEV
3C3CFFGE7H,King,Seattle,WA,98109,2017,Fiat,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,36.0,2186544,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000,9,BEV
5YJ3E1EA7J,King,Kent,WA,98030,2018,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,47.0,193654870,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604,8,BEV
1N4BZ0CP7G,King,Issaquah,WA,98029,2016,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,5.0,126272296,POINT (-122.01656 47.57118),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219,10,BEV
7SAYGDEE5P,Snohomish,Bothell,WA,98012,2023,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,244676533,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051934,3,BEV
5YJ3E1EB8K,Thurston,Olympia,WA,98501,2019,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,22.0,477769939,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700,7,BEV
YV4BR00L8N,Thurston,Olympia,WA,98502,2022,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,22.0,290889168,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100,4,PHEV
5UXTA6C06N,Thurston,Olympia,WA,98501,2022,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,35.0,288746349,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011821,4,PHEV
1G1RB6E40E,Snohomish,Lynnwood,WA,98036,2014,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,32.0,179146292,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051930,12,PHEV
5YJ3E1EA6K,King,Seattle,WA,98119,2019,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,36.0,269502831,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900,7,BEV
5YJXCBE25G,Yakima,Yakima,WA,98901,2016,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,15.0,127155192,POINT (-120.50729 46.60464),PACIFICORP,53077001701,10,BEV
7SAYGDEF2N,Yakima,Selah,WA,98942,2022,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,15.0,219542739,POINT (-120.53145 46.65405),PACIFICORP,53077003100,4,BEV
5UX43EU06S,King,Seattle,WA,98101,2025,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,36.0,272708222,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202,1,PHEV
1N4BZ1CP8K,King,Sammamish,WA,98075,2019,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,41.0,276588203,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213,7,BEV
1N4AZ0CP5F,Kitsap,Bremerton,WA,98310,2015,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,23.0,231472664,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080300,11,BEV
WA1VABGE2K,Snohomish,Brier,WA,98036,2019,Audi,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204.0,1.0,104588284,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914,7,BEV
KNDRJDLH7N,Snohomish,Bothell,WA,98021,2022,Kia,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,1.0,196148396,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938,4,PHEV
7SAXCBE64P,Yakima,Yakima,WA,98901,2023,Tesla,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,14.0,252445161,POINT (-120.50729 46.60464),PACIFICORP,53077000200,3,BEV
5YJXCAE42G,Thurston,Olympia,WA,98501,2016,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,22.0,214573369,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700,10,BEV
5YJXCAE20L,Snohomish,Bothell,WA,98021,2020,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,1.0,244341450,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938,6,BEV
1N4AZ1CP3J,King,Sammamish,WA,98075,2018,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,41.0,314809337,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218,8,BEV
1N4AZ1CP6J,Kitsap,Kingston,WA,98346,2018,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,23.0,288178201,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102,8,BEV
JTDKARFP8L,Yakima,Yakima,WA,98902,2020,Toyota,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,14.0,8481000,POINT (-120.51904 46.59782),PACIFICORP,53077000100,6,PHEV
5YJYGDEE3L,King,Kent,WA,98030,2020,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,47.0,127532002,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029603,6,BEV
5YJYGDEE4L,Kitsap,Kingston,WA,98346,2020,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,23.0,112996341,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101,6,BEV
5YJ3E1EB2J,King,Seattle,WA,98199,2018,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,36.0,268679134,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600,8,BEV
5YJYGDEE5L,Snohomish,Bothell,WA,98012,2020,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,21.0,113378968,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051927,6,BEV
1N4AZ1BV5P,Kitsap,Poulsbo,WA,98370,2023,Nissan,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,241306964,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201,3,BEV
5YJXCAE2XJ,Kitsap,Poulsbo,WA,98370,2018,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,23.0,125866856,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202,8,BEV
KMHC65LD3K,Kitsap,Port Orchard,WA,98366,2019,Hyundai,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29.0,26.0,478489798,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092500,7,PHEV
7SAYGDEE6T,Thurston,Olympia,WA,98501,2026,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,291951516,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700,0,BEV
1C4RJXN62R,Thurston,Lacey,WA,98516,2024,Jeep,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,22.0,268267184,POINT (-122.78598 47.08476),PUGET SOUND ENERGY INC,53067012221,2,PHEV
3FA6P0SU2L,Thurston,Olympia,WA,98502,2020,Ford,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,22.0,107083574,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010510,6,PHEV
1N4AZ0CP1D,King,Seattle,WA,98103,2013,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,43.0,246677455,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100,13,BEV
1N4AZ0CP9E,Thurston,Tumwater,WA,98512,2014,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,22.0,234207676,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010910,12,BEV
1N4BZ0CP8G,King,Seattle,WA,98106,2016,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,34.0,116526238,POINT (-122.35163 47.54287),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800,10,BEV
5YJ3E1EA7K,Island,Oak Harbor,WA,98277,2019,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,10.0,266614659,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970700,7,BEV
1N4AZ1CP0K,Thurston,Olympia,WA,98502,2019,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,22.0,190278315,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002,7,BEV
5UX43EU04R,Yakima,Yakima,WA,98901,2024,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,15.0,259169928,POINT (-120.50729 46.60464),PACIFICORP,53077001602,2,PHEV
1N4AZ1CPXJ,Snohomish,Lynnwood,WA,98087,2018,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,21.0,341657417,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051804,8,BEV
5YJXCDE2XK,King,Seattle,WA,98112,2019,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,37.0,253531848,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,7,BEV
KNDCR3LF4R,Kitsap,Port Orchard,WA,98366,2024,Kia,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,26.0,269789509,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092600,2,PHEV
5XYC4DJC7S,Thurston,Lacey,WA,98516,2025,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,282639920,POINT (-122.78598 47.08476),PUGET SOUND ENERGY INC,53067012226,1,BEV
1G1RB6E4XF,Snohomish,Monroe,WA,98272,2015,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,39.0,160637802,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052208,11,PHEV
WBY1Z6C58H,King,Maple Valley,WA,98038,2017,Bmw,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,5.0,244356969,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011,9,BEV
1FADP3R49G,King,Renton,WA,98057,2016,Ford,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76.0,37.0,228248030,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026004,10,BEV
1N4AZ0CP9D,Kitsap,Port Orchard,WA,98366,2013,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,26.0,234272076,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092500,13,BEV
5UXTA6C00P,King,Renton,WA,98059,2023,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,11.0,236291282,POINT (-122.11589 47.50243),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602,3,PHEV
WA1LAAGE5K,Snohomish,Everett,WA,98208,2019,Audi,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204.0,44.0,253671666,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041701,7,BEV
1C4RJYB62R,Kitsap,Port Orchard,WA,98367,2024,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,26.0,273530008,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092101,2,PHEV
1G1FX6S0XH,Yakima,Yakima,WA,98902,2017,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,14.0,181605924,POINT (-120.51904 46.59782),PACIFICORP,53077000800,9,BEV
5UX43EU0XR,Snohomish,Lynnwood,WA,98036,2024,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,1.0,255057582,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931,2,PHEV
1G1FW6S06H,Thurston,Olympia,WA,98506,2017,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,22.0,229302965,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100,9,BEV
5YJXCBE2XH,Yakima,Yakima,WA,98902,2017,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,14.0,272105501,POINT (-120.51904 46.59782),PACIFICORP,53077000800,9,BEV
1G1FZ6S04K,Kitsap,Bremerton,WA,98310,2019,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,23.0,286338832,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080102,7,BEV
5YJSA1E2XH,Yakima,Yakima,WA,98902,2017,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,14.0,294001060,POINT (-120.51904 46.59782),PACIFICORP,53077000800,9,BEV
5YJSA1E27H,King,Seattle,WA,98108,2017,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,11.0,111095540,POINT (-122.31449 47.53917),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402,9,BEV
1FADP5EU4H,Kitsap,Port Orchard,WA,98366,2017,Ford,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20.0,26.0,349620736,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092400,9,PHEV
YV4ED3URXN,Thurston,Olympia,WA,98513,2022,Volvo,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,2.0,209880786,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012320,4,BEV
KNDPYDDH3S,Island,Oak Harbor,WA,98277,2025,Kia,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,10.0,278291177,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970602,1,PHEV
WBY33AW03P,Thurston,Lacey,WA,98503,2023,Bmw,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,229841699,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011410,3,BEV
5YJ3E1EA1K,Snohomish,Everett,WA,98208,2019,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,21.0,229683156,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041703,7,BEV
5XYAB5S15T,Snohomish,Bothell,WA,98012,2026,Kia,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,292452828,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051927,0,BEV
5YJ3E1EC4L,Yakima,Wapato,WA,98951,2020,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,15.0,258770886,POINT (-120.42083 46.44779),PACIFICORP,53077940008,6,BEV
5YJSA1E54N,Thurston,Olympia,WA,98502,2022,Tesla,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,219472683,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002,4,BEV
5YJ3E1EA3J,Yakima,Yakima,WA,98902,2018,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,15.0,296345843,POINT (-120.51904 46.59782),PACIFICORP,53077001202,8,BEV
5YJXCAE22J,Skagit,Mount Vernon,WA,98274,2018,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,10.0,182408271,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952600,8,BEV
5YJXCDE27L,Kitsap,Olalla,WA,98359,2020,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,26.0,228364076,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,53035092803,6,BEV
1N4BZ1CP9K,King,Seattle,WA,98117,2019,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,36.0,477728807,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000,7,BEV
3C3CFFGE7D,Thurston,Olympia,WA,98512,2013,Fiat,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87.0,35.0,172497286,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011822,13,BEV
5UXTA6C07P,Snohomish,Bothell,WA,98012,2023,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,1.0,232763345,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051934,3,PHEV
5YJ3E1EB9J,Thurston,Olympia,WA,98502,2018,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,22.0,208274160,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002,8,BEV
7FCTGAAL9N,Snohomish,Lynnwood,WA,98087,2022,Rivian,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,291371643,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041816,4,BEV
1C4RJYC60N,Stevens,Colville,WA,99114,2022,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,7.0,238016635,POINT (-117.90454 48.54657),AVISTA CORP,53065950300,4,PHEV
5YJ3E1EB2L,Thurston,Lacey,WA,98503,2020,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,22.0,244350179,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625,6,BEV
3C3CFFGE8H,King,Seattle,WA,98117,2017,Fiat,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,36.0,113040945,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301,9,BEV
7PDSGBBA8S,Snohomish,Edmonds,WA,98026,2025,Rivian,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,270709078,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300,1,BEV
KNDCR3L17S,Snohomish,Everett,WA,98204,2025,Kia,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,277047613,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041813,1,BEV
3FA6P0SU9H,Walla Walla,Walla Walla,WA,99362,2017,Ford,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,16.0,225048575,POINT (-118.34261 46.07068),PACIFICORP,53071920802,9,PHEV
1G1RH6E4XC,Kitsap,Silverdale,WA,98383,2012,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,35.0,167978779,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091400,14,PHEV
WBY1Z2C58E,Spokane,Spokane,WA,99207,2014,Bmw,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,3.0,476760630,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,53063001400,12,BEV
